,record,m,n,d,b,f,w,s,u_bits,c_bits,overhead_bits,bpm,bps,overhead,cr,pss,snr,prd,nmse,rtime,qc_snr,qc_prd,qc_nmse,min_qc_snr,max_qc_snr,min_q,max_q,min_rng,max_rng
0,100,400,800,4,25,26,812,649600,7145600,1865688,1784,5.744113300492611,2.8720566502463054,0.0009562156159014797,3.830008018489694,73.89039408866995,25.530571512769978,5.290191877449353,0.002798613010023124,940.0963602999993,33.34077558268959,2.1525895165664357,0.0004633641626831721,32.101973763826095,35.17782924163837,4,4,3,4
1,101,400,800,4,25,26,812,649600,7145600,1949816,1784,6.003128078817734,3.001564039408867,0.0009149581293824648,3.664756059033263,72.71305418719211,25.52928880080343,5.290973178362556,0.0027994397174151394,916.6791938000017,33.687864906345425,2.068267723928854,0.0004277731377845843,31.642505931710772,38.546538951552115,3,4,3,8
2,102,400,800,4,25,26,812,649600,7145600,1988440,1784,6.122044334975369,3.0610221674876845,0.0008971857335398604,3.593570839452033,72.17252575011196,24.061390543468466,6.265135566889379,0.0039251923671501775,995.1925268000007,33.45003149848798,2.1256826366330484,0.00045185266716832285,31.14692011252401,39.38220657305624,3,4,3,4
3,103,400,800,4,25,26,812,649600,7145600,2128568,1784,6.5534729064039405,3.2767364532019703,0.0008381221553645455,3.3569986958368254,70.21148678907299,25.828203091447136,5.1119882324625845,0.0026132423688836125,995.5426314000015,35.02271848627701,1.7736342867449066,0.00031457785831171133,33.08753217762289,39.492042164785765,3,4,4,6
4,104,400,800,4,25,26,812,649600,7145600,2125688,1784,6.544605911330049,3.2723029556650247,0.0008392576897456259,3.3615469438600587,70.25179131213613,20.773783680556264,9.147676883992979,0.008367999237394076,1018.2490125999989,35.41077479393755,1.6961382975188226,0.00028768851243100494,31.950261535738218,40.44914317283628,3,4,3,5
5,105,400,800,4,25,26,812,649600,7145600,2170584,1784,6.6828325123152705,3.3414162561576353,0.0008218986226748193,3.2920172635567204,69.62348858038513,24.625230770167505,5.871356643316449,0.0034472828833017133,1001.8308778999835,34.67045962590265,1.8470430534774505,0.0003411568041399304,31.418775853170494,39.02393375854526,3,4,3,8
6,106,400,800,4,25,26,812,649600,7145600,2241336,1784,6.900665024630542,3.450332512315271,0.0007959538418157742,3.1880985269499975,68.6333407971339,24.269355302630228,6.116912031486938,0.0037416612800949853,1018.2685629000016,34.46203157855586,1.8919010623479604,0.0003579289629713341,32.2820131158148,39.05569794971307,3,4,4,4
7,107,400,800,4,25,26,812,649600,7145600,2363256,1784,7.276034482758621,3.6380172413793104,0.0007548907101050415,3.0236250325821663,66.92711598746081,26.442778589634173,4.762786023591145,0.0022684130706515653,1029.8649912999945,35.709728147945945,1.6387533503881562,0.0002685512543408406,32.65827110765599,38.552278625071814,4,4,4,6
8,108,400,800,4,25,26,812,649600,7145600,2166072,1784,6.668940886699508,3.334470443349754,0.0008236106648347793,3.2988746449794837,69.68663233318405,24.024909838693404,6.291504449244263,0.003958302823486113,1030.7049735999826,34.042614853628734,1.9854971011200189,0.0003942198738555999,31.728829633966377,39.23803504277387,3,4,4,8
9,109,400,800,4,25,26,812,649600,7145600,2083576,1784,6.414950738916256,3.207475369458128,0.0008562202674632459,3.4294885331756557,70.8411330049261,27.152392450247994,4.389149538098042,0.001926463366778635,1008.8507519000177,34.37595188258503,1.910743566001954,0.00036509409750178643,31.876326611761048,39.14652829757135,3,4,3,5
