,record,m,n,d,b,f,w,s,u_bits,c_bits,overhead_bits,bpm,bps,overhead,cr,pss,snr,prd,nmse,rtime,qc_snr,qc_prd,qc_nmse,min_qc_snr,max_qc_snr,min_q,max_q,min_rng,max_rng
0,100,77,512,4,32,40,1269,649728,7147008,650808,2680,6.660403426360873,1.0016622340425532,0.0041179579845361455,10.981745768337206,90.89397969052224,8.072927998486142,39.4778597728484,0.15585014122446816,70.76698943320662,40.31311513429445,0.9645933050398365,9.30440244127675e-05,35.229556107881244,45.26674629498024,4,5,3,3
1,100,102,512,4,32,40,1269,649728,7147008,842776,2680,6.511040034611165,1.297121256895193,0.0031799671561601184,8.48031742716926,88.20798857368007,13.932113971458017,20.109177215676773,0.040437900829149394,75.55385830695741,39.522050133695785,1.056568097627442,0.00011163361449240717,33.77798550542903,43.8888683893199,4,4,2,3
2,100,128,512,4,32,40,1269,649728,7147008,1040888,2680,6.408146178092987,1.6020365445232467,0.00257472465817648,6.86626034693454,85.43603141342503,17.492338304999716,13.346982306708291,0.017814193669558418,80.18241603230126,36.64890094820641,1.4708045089580761,0.00021632659035714072,33.722483893047766,39.72195274415534,4,4,3,3
3,100,154,512,4,32,40,1269,649728,7147008,1333368,2680,6.822879248411163,2.05219414893617,0.0020099477413587246,5.3601166369674385,81.34368955512572,20.114708338502773,9.86880534862806,0.00973933190091098,92.60180835681967,38.0695734220505,1.248881777668329,0.00015597056945920056,34.78016468389205,41.989651959079715,3,4,3,4
4,100,179,512,4,32,40,1269,649728,7147008,1592568,2680,7.011054320694164,2.451130319148936,0.0016828166834948336,4.487725484877255,77.71699709864603,21.900326910440423,8.034958804779455,0.00645605629945029,99.24315597862005,35.9097829969703,1.6014406572723905,0.0002564612178765026,33.91044130408979,41.7333894605986,3,3,3,4
5,100,205,512,4,32,40,1269,649728,7147008,1818680,2680,6.9910242364835,2.799140563435776,0.001473596234631711,3.9297776409263863,74.5532676051293,23.988605777854456,6.317855826895843,0.003991530224944175,114.32195348595269,38.99263314643487,1.1229704871094508,0.0001261062714918837,34.7686582736929,42.94107338194477,3,3,3,3
6,100,230,512,4,32,40,1269,649728,7147008,2015192,2680,6.904416349744749,3.101593282111899,0.0013298980940773882,3.5465642975954648,71.80369743534636,24.84584671681322,5.724105955920806,0.003276538899460805,120.18733476591296,36.66800439020576,1.467573227628541,0.00021537711784520535,33.63837260374151,40.65549451127672,3,3,3,4
7,100,256,512,4,32,40,1269,649728,7147008,2211928,2680,6.808781520882585,3.4043907604412924,0.0012116126745536021,3.2311214469910414,69.05099308689734,26.06152210781462,4.976498696031137,0.0024765539271599606,125.12900370056741,36.619059383376296,1.4758663498653808,0.00021781814826649627,33.6413594361913,40.01919968433335,3,3,3,4
8,100,282,512,4,32,40,1269,649728,7147008,2397784,2680,6.7003783623671955,3.6904427698975573,0.0011176986751100183,2.9806721539554855,66.45052027365857,26.685807526265332,4.631371552000118,0.002144960245267598,153.11421193229035,35.55987395900331,1.6672714061609104,0.00027797939418017795,33.31813256131799,39.87771505691874,3,3,3,4
9,100,307,512,4,32,40,1269,649728,7147008,2628440,2680,6.746803633628778,4.04544671000788,0.0010196161982012144,2.7191063901021137,63.22321172720109,28.194191641296488,3.893053911596685,0.001515586875859825,159.49779910570942,38.06583043638048,1.2494200707081222,0.00015610505130882893,33.62382379905689,41.73622062776949,2,3,3,4
10,100,333,512,4,32,40,1269,649728,7147008,2980728,2680,7.053691989862203,4.587655141843972,0.0008991092109041817,2.3977390758230874,58.29404416505481,28.03080070074139,3.966979580099319,0.0015736926988924968,180.0610510762781,35.86329130124181,1.6100354368032865,0.00025922141077623493,33.76549613863817,44.20361619517928,2,3,3,4
11,100,358,512,4,32,40,1269,649728,7147008,3353144,2680,7.38086999396877,5.16084269109535,0.0007992498980061698,2.1314348563616714,53.08324826276954,28.89188283676996,3.5925751220914792,0.0012906596007870605,185.23396048136055,36.97583375529741,1.4164730377470738,0.00020063958666644227,34.38354799093237,44.61170394862685,2,3,3,4
12,100,384,512,4,32,40,1269,649728,7147008,3635352,2680,7.4602541371158395,5.59519060283688,0.0007372050904561649,1.96597413400408,49.1346308833011,29.35493256071703,3.4060684535902026,0.0011601302310542355,195.16443321597762,36.52830890585137,1.4913670880223524,0.00022241757912362713,33.902520686583195,44.126533786386716,2,2,3,5
13,100,410,512,4,32,40,1269,649728,7147008,3815704,2680,7.333802302562033,5.872771375098503,0.0007023605604627612,1.8730509494447158,46.61116931728634,29.68595269803198,3.278705167001663,0.0010749907572123404,216.30986114311963,35.583980111714276,1.662650603899356,0.0002764407030646894,33.74196533531406,40.024300092368236,2,2,4,5
14,101,77,512,4,32,40,1269,649728,7147008,699864,2680,7.162445119891928,1.077164598108747,0.003829315409851057,10.211995473406262,90.20759456264776,9.819838585491874,32.285541190939696,0.10423561699918639,70.74417414539494,38.691986875950406,1.1625205968511743,0.00013514541381032106,34.182886543979855,45.466658352817504,4,5,3,6
15,101,102,512,4,32,40,1269,649728,7147008,889400,2680,6.871243375206663,1.3688805161544524,0.0030132673712615246,8.035763436024286,87.55563167132316,14.125518709457587,19.666363609409064,0.038676585761748906,76.05945061263628,37.46127834334208,1.3394795353979687,0.00017942054257499582,33.8663123186,42.42936489385466,4,5,3,6
16,101,128,512,4,32,40,1269,649728,7147008,1094296,2680,6.7369483845547675,1.6842370961386919,0.002449063141965245,6.531146965720427,84.68875367146644,18.01244317877586,12.57123199319273,0.01580358738266725,80.64833437418565,36.94599276447453,1.4213478004844107,0.00020202295699418718,33.788185987539656,40.87932945508514,3,4,3,7
