,record,mr,m,n,d,q,b,w,s,u_bits,c_bits,bpm,bps,cr,pss,overhead,snr,prd,nmse,qs,rtime
52,100,0.5,256,512,4,4,32,1269,649728,7147008,1869720,5.755393026004728,2.877696513002364,3.822501764970156,73.83912260906942,0.0028025586718866996,25.26176981208942,5.456466703550302,0.002977302888695341,70.0545237906979,465.52072960003716
53,100,0.5,256,512,4,5,32,1269,649728,7147008,1549400,4.7693804176516945,2.3846902088258473,4.612758487156318,78.32099810158321,0.0033819543048922165,23.61549860136074,6.595155958181922,0.00434960821127431,69.94161345697594,497.1047733000705
54,100,0.5,256,512,4,6,32,1269,649728,7147008,1242232,3.8238524428684,1.9119262214342,5.7533600808866625,82.61885253241637,0.0042182136670122815,20.44414914474425,9.501508096488728,0.009027865610764135,60.55207260216734,609.8162856999515
55,100,0.5,256,512,4,7,32,1269,649728,7147008,930488,2.864238573680063,1.4321192868400314,7.680924418154775,86.98073375599971,0.00563145360284066,15.903082941757994,16.026764408993138,0.02568571774213757,47.92560882622546,567.9246765999815
56,100,0.6,307,512,4,0,32,1269,649728,7147008,3750424,9.626765028248153,5.772298561859732,1.9056533341296877,47.52455852854789,0.0013971753593727003,28.077706459184764,3.945614737163625,0.0015567875654123268,48.29800832251555,661.0902653998564
57,100,0.6,307,512,4,1,32,1269,649728,7147008,3362072,8.629924817047971,5.174583825847123,2.125774819813496,52.958328855935235,0.0015585626958613617,28.018978747426676,3.9723825242747797,0.0015779822919164239,53.51384985768935,672.4766839999284
58,100,0.6,307,512,4,2,32,1269,649728,7147008,2973272,7.631934658339815,4.576179570527975,2.403751826270856,58.398367540654775,0.0017623681923483623,27.897321759474107,4.028412287867658,0.0016228105561043185,59.66995566740324,694.1696427999304
59,100,0.6,307,512,4,3,32,1269,649728,7147008,2585016,6.635340864462772,3.9786125886524824,2.764782887223909,63.8307946486138,0.002027066757033612,27.494791610051738,4.219494445276899,0.0017804133373723547,65.52403192090168,683.1432496999478
60,100,0.6,307,512,4,4,32,1269,649728,7147008,2197432,5.6404719918476935,3.382079885736801,3.2524364804007586,69.25381922057454,0.0023846016623039986,26.3692633572701,4.803268146108549,0.002307138488342026,67.71299001984256,678.1624401000845
61,100,0.6,307,512,4,5,32,1269,649728,7147008,1813304,4.654474142865577,2.790866331757289,3.941428464283981,74.62848789311555,0.0028897526283513408,23.94792717806595,6.347513615245404,0.004029092909572644,62.094052934640295,715.6361686001001
62,100,0.6,307,512,4,6,32,1269,649728,7147008,1439128,3.69402155638208,2.2149699566587864,4.966207314429293,79.86390948492013,0.0036410937734517013,19.90275721593757,10.112583932668457,0.010226435379526118,49.10918265297241,606.167421099959
63,100,0.6,307,512,4,7,32,1269,649728,7147008,1086968,2.7900806760048567,1.6729585303388494,6.5751779261211,84.79128608782864,0.004820749092889579,15.06309164231498,17.65409331735163,0.03116670108577562,37.2444951316677,601.4881598999818
