,family,wavelet,level,record,blocks,k_min,k_max,k_mean
0,bior,bior1.1,10,100,634,39,96,63.73
1,bior,bior1.1,10,101,634,39,96,63.73
2,bior,bior1.1,10,102,634,39,96,63.73
3,bior,bior1.1,10,103,634,39,96,63.73
4,bior,bior1.1,10,104,634,39,96,63.73
5,bior,bior1.1,10,105,634,39,96,63.73
6,bior,bior1.1,10,106,634,39,96,63.73
7,bior,bior1.1,10,107,634,39,96,63.73
8,bior,bior1.1,10,108,634,39,96,63.73
9,bior,bior1.1,10,109,634,39,96,63.73
10,bior,bior1.1,10,111,634,39,96,63.73
11,bior,bior1.1,10,112,634,39,96,63.73
12,bior,bior1.1,10,113,634,39,96,63.73
13,bior,bior1.1,10,114,634,39,96,63.73
14,bior,bior1.1,10,115,634,39,96,63.73
15,bior,bior1.1,10,116,634,39,96,63.73
16,bior,bior1.1,10,117,634,39,96,63.73
17,bior,bior1.1,10,118,634,39,96,63.73
18,bior,bior1.1,10,119,634,39,96,63.73
19,bior,bior1.1,10,121,634,39,96,63.73
20,bior,bior1.1,10,122,634,39,96,63.73
21,bior,bior1.1,10,123,634,39,96,63.73
22,bior,bior1.1,10,124,634,39,96,63.73
23,bior,bior1.1,10,200,634,39,96,63.73
24,bior,bior1.1,10,201,634,39,96,63.73
25,bior,bior1.1,10,202,634,39,96,63.73
26,bior,bior1.1,10,203,634,39,96,63.73
27,bior,bior1.1,10,204,634,39,96,63.73
28,bior,bior1.1,10,205,634,39,96,63.73
29,bior,bior1.1,10,206,634,39,96,63.73
30,bior,bior1.1,10,207,634,39,96,63.73
31,bior,bior1.1,10,208,634,39,96,63.73
32,bior,bior1.1,10,209,634,39,96,63.73
33,bior,bior1.1,10,210,634,39,96,63.73
34,bior,bior1.1,10,212,634,39,96,63.73
35,bior,bior1.1,10,213,634,39,96,63.73
36,bior,bior1.1,10,214,634,39,96,63.73
37,bior,bior1.1,10,215,634,39,96,63.73
38,bior,bior1.1,10,217,634,39,96,63.73
39,bior,bior1.1,10,219,634,39,96,63.73
40,bior,bior1.1,10,220,634,39,96,63.73
41,bior,bior1.1,10,221,634,39,96,63.73
42,bior,bior1.1,10,222,634,39,96,63.73
43,bior,bior1.1,10,223,634,39,96,63.73
44,bior,bior1.1,10,228,634,39,96,63.73
45,bior,bior1.1,10,231,634,39,96,63.73
46,bior,bior1.1,10,232,634,39,96,63.73
47,bior,bior1.1,10,233,634,39,96,63.73
48,bior,bior1.3,7,100,634,42,95,65.36
49,bior,bior1.3,7,101,634,42,95,65.36
50,bior,bior1.3,7,102,634,42,95,65.36
51,bior,bior1.3,7,103,634,42,95,65.36
52,bior,bior1.3,7,104,634,42,95,65.36
53,bior,bior1.3,7,105,634,42,95,65.36
54,bior,bior1.3,7,106,634,42,95,65.36
55,bior,bior1.3,7,107,634,42,95,65.36
56,bior,bior1.3,7,108,634,42,95,65.36
57,bior,bior1.3,7,109,634,42,95,65.36
58,bior,bior1.3,7,111,634,42,95,65.36
59,bior,bior1.3,7,112,634,42,95,65.36
60,bior,bior1.3,7,113,634,42,95,65.36
61,bior,bior1.3,7,114,634,42,95,65.36
62,bior,bior1.3,7,115,634,42,95,65.36
63,bior,bior1.3,7,116,634,42,95,65.36
64,bior,bior1.3,7,117,634,42,95,65.36
65,bior,bior1.3,7,118,634,42,95,65.36
66,bior,bior1.3,7,119,634,42,95,65.36
67,bior,bior1.3,7,121,634,42,95,65.36
68,bior,bior1.3,7,122,634,42,95,65.36
69,bior,bior1.3,7,123,634,42,95,65.36
70,bior,bior1.3,7,124,634,42,95,65.36
71,bior,bior1.3,7,200,634,42,95,65.36
72,bior,bior1.3,7,201,634,42,95,65.36
73,bior,bior1.3,7,202,634,42,95,65.36
74,bior,bior1.3,7,203,634,42,95,65.36
75,bior,bior1.3,7,204,634,42,95,65.36
76,bior,bior1.3,7,205,634,42,95,65.36
77,bior,bior1.3,7,206,634,42,95,65.36
78,bior,bior1.3,7,207,634,42,95,65.36
79,bior,bior1.3,7,208,634,42,95,65.36
80,bior,bior1.3,7,209,634,42,95,65.36
81,bior,bior1.3,7,210,634,42,95,65.36
82,bior,bior1.3,7,212,634,42,95,65.36
83,bior,bior1.3,7,213,634,42,95,65.36
84,bior,bior1.3,7,214,634,42,95,65.36
85,bior,bior1.3,7,215,634,42,95,65.36
86,bior,bior1.3,7,217,634,42,95,65.36
87,bior,bior1.3,7,219,634,42,95,65.36
88,bior,bior1.3,7,220,634,42,95,65.36
89,bior,bior1.3,7,221,634,42,95,65.36
90,bior,bior1.3,7,222,634,42,95,65.36
91,bior,bior1.3,7,223,634,42,95,65.36
92,bior,bior1.3,7,228,634,42,95,65.36
93,bior,bior1.3,7,231,634,42,95,65.36
94,bior,bior1.3,7,232,634,42,95,65.36
95,bior,bior1.3,7,233,634,42,95,65.36
96,bior,bior1.5,6,100,634,43,94,66.49
97,bior,bior1.5,6,101,634,43,94,66.49
98,bior,bior1.5,6,102,634,43,94,66.49
99,bior,bior1.5,6,103,634,43,94,66.49
100,bior,bior1.5,6,104,634,43,94,66.49
101,bior,bior1.5,6,105,634,43,94,66.49
102,bior,bior1.5,6,106,634,43,94,66.49
103,bior,bior1.5,6,107,634,43,94,66.49
104,bior,bior1.5,6,108,634,43,94,66.49
105,bior,bior1.5,6,109,634,43,94,66.49
106,bior,bior1.5,6,111,634,43,94,66.49
107,bior,bior1.5,6,112,634,43,94,66.49
108,bior,bior1.5,6,113,634,43,94,66.49
109,bior,bior1.5,6,114,634,43,94,66.49
110,bior,bior1.5,6,115,634,43,94,66.49
111,bior,bior1.5,6,116,634,43,94,66.49
112,bior,bior1.5,6,117,634,43,94,66.49
113,bior,bior1.5,6,118,634,43,94,66.49
114,bior,bior1.5,6,119,634,43,94,66.49
115,bior,bior1.5,6,121,634,43,94,66.49
116,bior,bior1.5,6,122,634,43,94,66.49
117,bior,bior1.5,6,123,634,43,94,66.49
118,bior,bior1.5,6,124,634,43,94,66.49
119,bior,bior1.5,6,200,634,43,94,66.49
120,bior,bior1.5,6,201,634,43,94,66.49
121,bior,bior1.5,6,202,634,43,94,66.49
122,bior,bior1.5,6,203,634,43,94,66.49
123,bior,bior1.5,6,204,634,43,94,66.49
124,bior,bior1.5,6,205,634,43,94,66.49
125,bior,bior1.5,6,206,634,43,94,66.49
126,bior,bior1.5,6,207,634,43,94,66.49
127,bior,bior1.5,6,208,634,43,94,66.49
128,bior,bior1.5,6,209,634,43,94,66.49
129,bior,bior1.5,6,210,634,43,94,66.49
130,bior,bior1.5,6,212,634,43,94,66.49
131,bior,bior1.5,6,213,634,43,94,66.49
132,bior,bior1.5,6,214,634,43,94,66.49
133,bior,bior1.5,6,215,634,43,94,66.49
134,bior,bior1.5,6,217,634,43,94,66.49
135,bior,bior1.5,6,219,634,43,94,66.49
136,bior,bior1.5,6,220,634,43,94,66.49
137,bior,bior1.5,6,221,634,43,94,66.49
138,bior,bior1.5,6,222,634,43,94,66.49
139,bior,bior1.5,6,223,634,43,94,66.49
140,bior,bior1.5,6,228,634,43,94,66.49
141,bior,bior1.5,6,231,634,43,94,66.49
142,bior,bior1.5,6,232,634,43,94,66.49
143,bior,bior1.5,6,233,634,43,94,66.49
144,bior,bior2.2,7,100,634,29,67,47.53
145,bior,bior2.2,7,101,634,29,67,47.53
146,bior,bior2.2,7,102,634,29,67,47.53
147,bior,bior2.2,7,103,634,29,67,47.53
148,bior,bior2.2,7,104,634,29,67,47.53
149,bior,bior2.2,7,105,634,29,67,47.53
150,bior,bior2.2,7,106,634,29,67,47.53
151,bior,bior2.2,7,107,634,29,67,47.53
152,bior,bior2.2,7,108,634,29,67,47.53
153,bior,bior2.2,7,109,634,29,67,47.53
154,bior,bior2.2,7,111,634,29,67,47.53
155,bior,bior2.2,7,112,634,29,67,47.53
156,bior,bior2.2,7,113,634,29,67,47.53
157,bior,bior2.2,7,114,634,29,67,47.53
158,bior,bior2.2,7,115,634,29,67,47.53
159,bior,bior2.2,7,116,634,29,67,47.53
160,bior,bior2.2,7,117,634,29,67,47.53
161,bior,bior2.2,7,118,634,29,67,47.53
162,bior,bior2.2,7,119,634,29,67,47.53
163,bior,bior2.2,7,121,634,29,67,47.53
164,bior,bior2.2,7,122,634,29,67,47.53
165,bior,bior2.2,7,123,634,29,67,47.53
166,bior,bior2.2,7,124,634,29,67,47.53
167,bior,bior2.2,7,200,634,29,67,47.53
168,bior,bior2.2,7,201,634,29,67,47.53
169,bior,bior2.2,7,202,634,29,67,47.53
170,bior,bior2.2,7,203,634,29,67,47.53
171,bior,bior2.2,7,204,634,29,67,47.53
172,bior,bior2.2,7,205,634,29,67,47.53
173,bior,bior2.2,7,206,634,29,67,47.53
174,bior,bior2.2,7,207,634,29,67,47.53
175,bior,bior2.2,7,208,634,29,67,47.53
176,bior,bior2.2,7,209,634,29,67,47.53
177,bior,bior2.2,7,210,634,29,67,47.53
178,bior,bior2.2,7,212,634,29,67,47.53
179,bior,bior2.2,7,213,634,29,67,47.53
180,bior,bior2.2,7,214,634,29,67,47.53
181,bior,bior2.2,7,215,634,29,67,47.53
182,bior,bior2.2,7,217,634,29,67,47.53
183,bior,bior2.2,7,219,634,29,67,47.53
184,bior,bior2.2,7,220,634,29,67,47.53
185,bior,bior2.2,7,221,634,29,67,47.53
186,bior,bior2.2,7,222,634,29,67,47.53
187,bior,bior2.2,7,223,634,29,67,47.53
188,bior,bior2.2,7,228,634,29,67,47.53
189,bior,bior2.2,7,231,634,29,67,47.53
190,bior,bior2.2,7,232,634,29,67,47.53
191,bior,bior2.2,7,233,634,29,67,47.53
192,bior,bior2.4,6,100,634,32,66,49.56
193,bior,bior2.4,6,101,634,32,66,49.56
194,bior,bior2.4,6,102,634,32,66,49.56
195,bior,bior2.4,6,103,634,32,66,49.56
196,bior,bior2.4,6,104,634,32,66,49.56
197,bior,bior2.4,6,105,634,32,66,49.56
198,bior,bior2.4,6,106,634,32,66,49.56
199,bior,bior2.4,6,107,634,32,66,49.56
200,bior,bior2.4,6,108,634,32,66,49.56
201,bior,bior2.4,6,109,634,32,66,49.56
202,bior,bior2.4,6,111,634,32,66,49.56
203,bior,bior2.4,6,112,634,32,66,49.56
204,bior,bior2.4,6,113,634,32,66,49.56
205,bior,bior2.4,6,114,634,32,66,49.56
206,bior,bior2.4,6,115,634,32,66,49.56
207,bior,bior2.4,6,116,634,32,66,49.56
208,bior,bior2.4,6,117,634,32,66,49.56
209,bior,bior2.4,6,118,634,32,66,49.56
210,bior,bior2.4,6,119,634,32,66,49.56
211,bior,bior2.4,6,121,634,32,66,49.56
212,bior,bior2.4,6,122,634,32,66,49.56
213,bior,bior2.4,6,123,634,32,66,49.56
214,bior,bior2.4,6,124,634,32,66,49.56
215,bior,bior2.4,6,200,634,32,66,49.56
216,bior,bior2.4,6,201,634,32,66,49.56
217,bior,bior2.4,6,202,634,32,66,49.56
218,bior,bior2.4,6,203,634,32,66,49.56
219,bior,bior2.4,6,204,634,32,66,49.56
220,bior,bior2.4,6,205,634,32,66,49.56
221,bior,bior2.4,6,206,634,32,66,49.56
222,bior,bior2.4,6,207,634,32,66,49.56
223,bior,bior2.4,6,208,634,32,66,49.56
224,bior,bior2.4,6,209,634,32,66,49.56
225,bior,bior2.4,6,210,634,32,66,49.56
226,bior,bior2.4,6,212,634,32,66,49.56
227,bior,bior2.4,6,213,634,32,66,49.56
228,bior,bior2.4,6,214,634,32,66,49.56
229,bior,bior2.4,6,215,634,32,66,49.56
230,bior,bior2.4,6,217,634,32,66,49.56
231,bior,bior2.4,6,219,634,32,66,49.56
232,bior,bior2.4,6,220,634,32,66,49.56
233,bior,bior2.4,6,221,634,32,66,49.56
234,bior,bior2.4,6,222,634,32,66,49.56
235,bior,bior2.4,6,223,634,32,66,49.56
236,bior,bior2.4,6,228,634,32,66,49.56
237,bior,bior2.4,6,231,634,32,66,49.56
238,bior,bior2.4,6,232,634,32,66,49.56
239,bior,bior2.4,6,233,634,32,66,49.56
240,bior,bior2.6,6,100,634,31,67,50.89
241,bior,bior2.6,6,101,634,31,67,50.89
242,bior,bior2.6,6,102,634,31,67,50.89
243,bior,bior2.6,6,103,634,31,67,50.89
244,bior,bior2.6,6,104,634,31,67,50.89
245,bior,bior2.6,6,105,634,31,67,50.89
246,bior,bior2.6,6,106,634,31,67,50.89
247,bior,bior2.6,6,107,634,31,67,50.89
248,bior,bior2.6,6,108,634,31,67,50.89
249,bior,bior2.6,6,109,634,31,67,50.89
250,bior,bior2.6,6,111,634,31,67,50.89
251,bior,bior2.6,6,112,634,31,67,50.89
252,bior,bior2.6,6,113,634,31,67,50.89
253,bior,bior2.6,6,114,634,31,67,50.89
254,bior,bior2.6,6,115,634,31,67,50.89
255,bior,bior2.6,6,116,634,31,67,50.89
256,bior,bior2.6,6,117,634,31,67,50.89
257,bior,bior2.6,6,118,634,31,67,50.89
258,bior,bior2.6,6,119,634,31,67,50.89
259,bior,bior2.6,6,121,634,31,67,50.89
260,bior,bior2.6,6,122,634,31,67,50.89
261,bior,bior2.6,6,123,634,31,67,50.89
262,bior,bior2.6,6,124,634,31,67,50.89
263,bior,bior2.6,6,200,634,31,67,50.89
264,bior,bior2.6,6,201,634,31,67,50.89
265,bior,bior2.6,6,202,634,31,67,50.89
266,bior,bior2.6,6,203,634,31,67,50.89
267,bior,bior2.6,6,204,634,31,67,50.89
268,bior,bior2.6,6,205,634,31,67,50.89
269,bior,bior2.6,6,206,634,31,67,50.89
270,bior,bior2.6,6,207,634,31,67,50.89
271,bior,bior2.6,6,208,634,31,67,50.89
272,bior,bior2.6,6,209,634,31,67,50.89
273,bior,bior2.6,6,210,634,31,67,50.89
274,bior,bior2.6,6,212,634,31,67,50.89
275,bior,bior2.6,6,213,634,31,67,50.89
276,bior,bior2.6,6,214,634,31,67,50.89
277,bior,bior2.6,6,215,634,31,67,50.89
278,bior,bior2.6,6,217,634,31,67,50.89
279,bior,bior2.6,6,219,634,31,67,50.89
280,bior,bior2.6,6,220,634,31,67,50.89
281,bior,bior2.6,6,221,634,31,67,50.89
282,bior,bior2.6,6,222,634,31,67,50.89
283,bior,bior2.6,6,223,634,31,67,50.89
284,bior,bior2.6,6,228,634,31,67,50.89
285,bior,bior2.6,6,231,634,31,67,50.89
286,bior,bior2.6,6,232,634,31,67,50.89
287,bior,bior2.6,6,233,634,31,67,50.89
288,bior,bior2.8,5,100,634,39,74,57.56
289,bior,bior2.8,5,101,634,39,74,57.56
290,bior,bior2.8,5,102,634,39,74,57.56
291,bior,bior2.8,5,103,634,39,74,57.56
292,bior,bior2.8,5,104,634,39,74,57.56
293,bior,bior2.8,5,105,634,39,74,57.56
294,bior,bior2.8,5,106,634,39,74,57.56
295,bior,bior2.8,5,107,634,39,74,57.56
296,bior,bior2.8,5,108,634,39,74,57.56
297,bior,bior2.8,5,109,634,39,74,57.56
298,bior,bior2.8,5,111,634,39,74,57.56
299,bior,bior2.8,5,112,634,39,74,57.56
300,bior,bior2.8,5,113,634,39,74,57.56
301,bior,bior2.8,5,114,634,39,74,57.56
302,bior,bior2.8,5,115,634,39,74,57.56
303,bior,bior2.8,5,116,634,39,74,57.56
304,bior,bior2.8,5,117,634,39,74,57.56
305,bior,bior2.8,5,118,634,39,74,57.56
306,bior,bior2.8,5,119,634,39,74,57.56
307,bior,bior2.8,5,121,634,39,74,57.56
308,bior,bior2.8,5,122,634,39,74,57.56
309,bior,bior2.8,5,123,634,39,74,57.56
310,bior,bior2.8,5,124,634,39,74,57.56
311,bior,bior2.8,5,200,634,39,74,57.56
312,bior,bior2.8,5,201,634,39,74,57.56
313,bior,bior2.8,5,202,634,39,74,57.56
314,bior,bior2.8,5,203,634,39,74,57.56
315,bior,bior2.8,5,204,634,39,74,57.56
316,bior,bior2.8,5,205,634,39,74,57.56
317,bior,bior2.8,5,206,634,39,74,57.56
318,bior,bior2.8,5,207,634,39,74,57.56
319,bior,bior2.8,5,208,634,39,74,57.56
320,bior,bior2.8,5,209,634,39,74,57.56
321,bior,bior2.8,5,210,634,39,74,57.56
322,bior,bior2.8,5,212,634,39,74,57.56
323,bior,bior2.8,5,213,634,39,74,57.56
324,bior,bior2.8,5,214,634,39,74,57.56
325,bior,bior2.8,5,215,634,39,74,57.56
326,bior,bior2.8,5,217,634,39,74,57.56
327,bior,bior2.8,5,219,634,39,74,57.56
328,bior,bior2.8,5,220,634,39,74,57.56
329,bior,bior2.8,5,221,634,39,74,57.56
330,bior,bior2.8,5,222,634,39,74,57.56
331,bior,bior2.8,5,223,634,39,74,57.56
332,bior,bior2.8,5,228,634,39,74,57.56
333,bior,bior2.8,5,231,634,39,74,57.56
334,bior,bior2.8,5,232,634,39,74,57.56
335,bior,bior2.8,5,233,634,39,74,57.56
336,bior,bior3.1,8,100,634,19,60,39.73
337,bior,bior3.1,8,101,634,19,60,39.73
338,bior,bior3.1,8,102,634,19,60,39.73
339,bior,bior3.1,8,103,634,19,60,39.73
340,bior,bior3.1,8,104,634,19,60,39.73
341,bior,bior3.1,8,105,634,19,60,39.73
342,bior,bior3.1,8,106,634,19,60,39.73
343,bior,bior3.1,8,107,634,19,60,39.73
344,bior,bior3.1,8,108,634,19,60,39.73
345,bior,bior3.1,8,109,634,19,60,39.73
346,bior,bior3.1,8,111,634,19,60,39.73
347,bior,bior3.1,8,112,634,19,60,39.73
348,bior,bior3.1,8,113,634,19,60,39.73
349,bior,bior3.1,8,114,634,19,60,39.73
350,bior,bior3.1,8,115,634,19,60,39.73
351,bior,bior3.1,8,116,634,19,60,39.73
352,bior,bior3.1,8,117,634,19,60,39.73
353,bior,bior3.1,8,118,634,19,60,39.73
354,bior,bior3.1,8,119,634,19,60,39.73
355,bior,bior3.1,8,121,634,19,60,39.73
356,bior,bior3.1,8,122,634,19,60,39.73
357,bior,bior3.1,8,123,634,19,60,39.73
358,bior,bior3.1,8,124,634,19,60,39.73
359,bior,bior3.1,8,200,634,19,60,39.73
360,bior,bior3.1,8,201,634,19,60,39.73
361,bior,bior3.1,8,202,634,19,60,39.73
362,bior,bior3.1,8,203,634,19,60,39.73
363,bior,bior3.1,8,204,634,19,60,39.73
364,bior,bior3.1,8,205,634,19,60,39.73
365,bior,bior3.1,8,206,634,19,60,39.73
366,bior,bior3.1,8,207,634,19,60,39.73
367,bior,bior3.1,8,208,634,19,60,39.73
368,bior,bior3.1,8,209,634,19,60,39.73
369,bior,bior3.1,8,210,634,19,60,39.73
370,bior,bior3.1,8,212,634,19,60,39.73
371,bior,bior3.1,8,213,634,19,60,39.73
372,bior,bior3.1,8,214,634,19,60,39.73
373,bior,bior3.1,8,215,634,19,60,39.73
374,bior,bior3.1,8,217,634,19,60,39.73
375,bior,bior3.1,8,219,634,19,60,39.73
376,bior,bior3.1,8,220,634,19,60,39.73
377,bior,bior3.1,8,221,634,19,60,39.73
378,bior,bior3.1,8,222,634,19,60,39.73
379,bior,bior3.1,8,223,634,19,60,39.73
380,bior,bior3.1,8,228,634,19,60,39.73
381,bior,bior3.1,8,231,634,19,60,39.73
382,bior,bior3.1,8,232,634,19,60,39.73
383,bior,bior3.1,8,233,634,19,60,39.73
384,bior,bior3.3,7,100,634,31,67,49.48
385,bior,bior3.3,7,101,634,31,67,49.48
386,bior,bior3.3,7,102,634,31,67,49.48
387,bior,bior3.3,7,103,634,31,67,49.48
388,bior,bior3.3,7,104,634,31,67,49.48
389,bior,bior3.3,7,105,634,31,67,49.48
390,bior,bior3.3,7,106,634,31,67,49.48
391,bior,bior3.3,7,107,634,31,67,49.48
392,bior,bior3.3,7,108,634,31,67,49.48
393,bior,bior3.3,7,109,634,31,67,49.48
394,bior,bior3.3,7,111,634,31,67,49.48
395,bior,bior3.3,7,112,634,31,67,49.48
396,bior,bior3.3,7,113,634,31,67,49.48
397,bior,bior3.3,7,114,634,31,67,49.48
398,bior,bior3.3,7,115,634,31,67,49.48
399,bior,bior3.3,7,116,634,31,67,49.48
400,bior,bior3.3,7,117,634,31,67,49.48
401,bior,bior3.3,7,118,634,31,67,49.48
402,bior,bior3.3,7,119,634,31,67,49.48
403,bior,bior3.3,7,121,634,31,67,49.48
404,bior,bior3.3,7,122,634,31,67,49.48
405,bior,bior3.3,7,123,634,31,67,49.48
406,bior,bior3.3,7,124,634,31,67,49.48
407,bior,bior3.3,7,200,634,31,67,49.48
408,bior,bior3.3,7,201,634,31,67,49.48
409,bior,bior3.3,7,202,634,31,67,49.48
410,bior,bior3.3,7,203,634,31,67,49.48
411,bior,bior3.3,7,204,634,31,67,49.48
412,bior,bior3.3,7,205,634,31,67,49.48
413,bior,bior3.3,7,206,634,31,67,49.48
414,bior,bior3.3,7,207,634,31,67,49.48
415,bior,bior3.3,7,208,634,31,67,49.48
416,bior,bior3.3,7,209,634,31,67,49.48
417,bior,bior3.3,7,210,634,31,67,49.48
418,bior,bior3.3,7,212,634,31,67,49.48
419,bior,bior3.3,7,213,634,31,67,49.48
420,bior,bior3.3,7,214,634,31,67,49.48
421,bior,bior3.3,7,215,634,31,67,49.48
422,bior,bior3.3,7,217,634,31,67,49.48
423,bior,bior3.3,7,219,634,31,67,49.48
424,bior,bior3.3,7,220,634,31,67,49.48
425,bior,bior3.3,7,221,634,31,67,49.48
426,bior,bior3.3,7,222,634,31,67,49.48
427,bior,bior3.3,7,223,634,31,67,49.48
428,bior,bior3.3,7,228,634,31,67,49.48
429,bior,bior3.3,7,231,634,31,67,49.48
430,bior,bior3.3,7,232,634,31,67,49.48
431,bior,bior3.3,7,233,634,31,67,49.48
432,bior,bior3.5,6,100,634,32,65,50.43
433,bior,bior3.5,6,101,634,32,65,50.43
434,bior,bior3.5,6,102,634,32,65,50.43
435,bior,bior3.5,6,103,634,32,65,50.43
436,bior,bior3.5,6,104,634,32,65,50.43
437,bior,bior3.5,6,105,634,32,65,50.43
438,bior,bior3.5,6,106,634,32,65,50.43
439,bior,bior3.5,6,107,634,32,65,50.43
440,bior,bior3.5,6,108,634,32,65,50.43
441,bior,bior3.5,6,109,634,32,65,50.43
442,bior,bior3.5,6,111,634,32,65,50.43
443,bior,bior3.5,6,112,634,32,65,50.43
444,bior,bior3.5,6,113,634,32,65,50.43
445,bior,bior3.5,6,114,634,32,65,50.43
446,bior,bior3.5,6,115,634,32,65,50.43
447,bior,bior3.5,6,116,634,32,65,50.43
448,bior,bior3.5,6,117,634,32,65,50.43
449,bior,bior3.5,6,118,634,32,65,50.43
450,bior,bior3.5,6,119,634,32,65,50.43
451,bior,bior3.5,6,121,634,32,65,50.43
452,bior,bior3.5,6,122,634,32,65,50.43
453,bior,bior3.5,6,123,634,32,65,50.43
454,bior,bior3.5,6,124,634,32,65,50.43
455,bior,bior3.5,6,200,634,32,65,50.43
456,bior,bior3.5,6,201,634,32,65,50.43
457,bior,bior3.5,6,202,634,32,65,50.43
458,bior,bior3.5,6,203,634,32,65,50.43
459,bior,bior3.5,6,204,634,32,65,50.43
460,bior,bior3.5,6,205,634,32,65,50.43
461,bior,bior3.5,6,206,634,32,65,50.43
462,bior,bior3.5,6,207,634,32,65,50.43
463,bior,bior3.5,6,208,634,32,65,50.43
464,bior,bior3.5,6,209,634,32,65,50.43
465,bior,bior3.5,6,210,634,32,65,50.43
466,bior,bior3.5,6,212,634,32,65,50.43
467,bior,bior3.5,6,213,634,32,65,50.43
468,bior,bior3.5,6,214,634,32,65,50.43
469,bior,bior3.5,6,215,634,32,65,50.43
470,bior,bior3.5,6,217,634,32,65,50.43
471,bior,bior3.5,6,219,634,32,65,50.43
472,bior,bior3.5,6,220,634,32,65,50.43
473,bior,bior3.5,6,221,634,32,65,50.43
474,bior,bior3.5,6,222,634,32,65,50.43
475,bior,bior3.5,6,223,634,32,65,50.43
476,bior,bior3.5,6,228,634,32,65,50.43
477,bior,bior3.5,6,231,634,32,65,50.43
478,bior,bior3.5,6,232,634,32,65,50.43
479,bior,bior3.5,6,233,634,32,65,50.43
480,bior,bior3.7,6,100,634,32,68,51.16
481,bior,bior3.7,6,101,634,32,68,51.16
482,bior,bior3.7,6,102,634,32,68,51.16
483,bior,bior3.7,6,103,634,32,68,51.16
484,bior,bior3.7,6,104,634,32,68,51.16
485,bior,bior3.7,6,105,634,32,68,51.16
486,bior,bior3.7,6,106,634,32,68,51.16
487,bior,bior3.7,6,107,634,32,68,51.16
488,bior,bior3.7,6,108,634,32,68,51.16
489,bior,bior3.7,6,109,634,32,68,51.16
490,bior,bior3.7,6,111,634,32,68,51.16
491,bior,bior3.7,6,112,634,32,68,51.16
492,bior,bior3.7,6,113,634,32,68,51.16
493,bior,bior3.7,6,114,634,32,68,51.16
494,bior,bior3.7,6,115,634,32,68,51.16
495,bior,bior3.7,6,116,634,32,68,51.16
496,bior,bior3.7,6,117,634,32,68,51.16
497,bior,bior3.7,6,118,634,32,68,51.16
498,bior,bior3.7,6,119,634,32,68,51.16
499,bior,bior3.7,6,121,634,32,68,51.16
500,bior,bior3.7,6,122,634,32,68,51.16
501,bior,bior3.7,6,123,634,32,68,51.16
502,bior,bior3.7,6,124,634,32,68,51.16
503,bior,bior3.7,6,200,634,32,68,51.16
504,bior,bior3.7,6,201,634,32,68,51.16
505,bior,bior3.7,6,202,634,32,68,51.16
506,bior,bior3.7,6,203,634,32,68,51.16
507,bior,bior3.7,6,204,634,32,68,51.16
508,bior,bior3.7,6,205,634,32,68,51.16
509,bior,bior3.7,6,206,634,32,68,51.16
510,bior,bior3.7,6,207,634,32,68,51.16
511,bior,bior3.7,6,208,634,32,68,51.16
512,bior,bior3.7,6,209,634,32,68,51.16
513,bior,bior3.7,6,210,634,32,68,51.16
514,bior,bior3.7,6,212,634,32,68,51.16
515,bior,bior3.7,6,213,634,32,68,51.16
516,bior,bior3.7,6,214,634,32,68,51.16
517,bior,bior3.7,6,215,634,32,68,51.16
518,bior,bior3.7,6,217,634,32,68,51.16
519,bior,bior3.7,6,219,634,32,68,51.16
520,bior,bior3.7,6,220,634,32,68,51.16
521,bior,bior3.7,6,221,634,32,68,51.16
522,bior,bior3.7,6,222,634,32,68,51.16
523,bior,bior3.7,6,223,634,32,68,51.16
524,bior,bior3.7,6,228,634,32,68,51.16
525,bior,bior3.7,6,231,634,32,68,51.16
526,bior,bior3.7,6,232,634,32,68,51.16
527,bior,bior3.7,6,233,634,32,68,51.16
528,bior,bior3.9,5,100,634,40,73,57.91
529,bior,bior3.9,5,101,634,40,73,57.91
530,bior,bior3.9,5,102,634,40,73,57.91
531,bior,bior3.9,5,103,634,40,73,57.91
532,bior,bior3.9,5,104,634,40,73,57.91
533,bior,bior3.9,5,105,634,40,73,57.91
534,bior,bior3.9,5,106,634,40,73,57.91
535,bior,bior3.9,5,107,634,40,73,57.91
536,bior,bior3.9,5,108,634,40,73,57.91
537,bior,bior3.9,5,109,634,40,73,57.91
538,bior,bior3.9,5,111,634,40,73,57.91
539,bior,bior3.9,5,112,634,40,73,57.91
540,bior,bior3.9,5,113,634,40,73,57.91
541,bior,bior3.9,5,114,634,40,73,57.91
542,bior,bior3.9,5,115,634,40,73,57.91
543,bior,bior3.9,5,116,634,40,73,57.91
544,bior,bior3.9,5,117,634,40,73,57.91
545,bior,bior3.9,5,118,634,40,73,57.91
546,bior,bior3.9,5,119,634,40,73,57.91
547,bior,bior3.9,5,121,634,40,73,57.91
548,bior,bior3.9,5,122,634,40,73,57.91
549,bior,bior3.9,5,123,634,40,73,57.91
550,bior,bior3.9,5,124,634,40,73,57.91
551,bior,bior3.9,5,200,634,40,73,57.91
552,bior,bior3.9,5,201,634,40,73,57.91
553,bior,bior3.9,5,202,634,40,73,57.91
554,bior,bior3.9,5,203,634,40,73,57.91
555,bior,bior3.9,5,204,634,40,73,57.91
556,bior,bior3.9,5,205,634,40,73,57.91
557,bior,bior3.9,5,206,634,40,73,57.91
