,record,m,n,d,q,b,w,s,q_mean,q_std,u_bits,c_bits,bpm,bps,cr,pss,snr,prd,nmse,rtime,y_min,y_max,y_range,y_iqr,y_mean,y_std,y_median,y_mad,y_skew,y_kurtosis,y_jbera,y_jb_pval,y_kld
0,100,256,512,4,4,32,1269,649728,-31,15,7147008,1897792,5.841804570527975,2.9209022852639874,3.765959599366,73.44634286123647,24.40247965794562,6.023875912099042,0.0036287081004367627,527.2805428999991,-2073.0,489.0,2562.0,293.0,-490.015317178881,224.44315069490773,-472.0,176.3893466121288,-0.46481880292846806,3.7093852798244424,18509.85129956713,0.0,0.04907159295036663
1,101,256,512,4,4,32,1269,649728,-29,18,7147008,1973152,6.073778565799842,3.036889282899921,3.6221274387376137,72.39191561000072,15.840527974859492,16.14260430455632,0.02605836737334717,602.7661591000019,-5924.0,3723.0,9647.0,323.0,-454.79032456658786,287.0620036969811,-434.0,207.2588663769865,-0.38820823670247007,15.398352739490807,2088902.2291406344,0.0,0.13249929340323235
2,102,256,512,4,4,32,1269,649728,-25,13,7147008,1835744,5.650807722616233,2.8254038613081165,3.893248731849321,74.31451035174439,22.986939701654965,7.0901106822503435,0.005026966948656083,553.3168088,-1669.0,366.0,2035.0,257.25,-393.3674891646966,196.95998885498844,-374.0,154.978992779099,-0.5520424052616266,3.6780490340009755,22723.610913468787,0.0,0.052670881260288155
3,103,256,512,4,4,32,1269,649728,-24,18,7147008,1968064,6.058116627265563,3.0290583136327816,3.631491658807844,72.46310623970199,16.441114235294823,15.064138094025257,0.0226928256515865,529.2500875999976,-6237.0,2587.0,8824.0,302.0,-370.26282998423954,285.9058020559725,-361.0,201.6353343764801,-0.7799244377784375,15.906148338756083,2287608.276227894,0.0,0.1559130893981974
4,104,256,512,4,4,32,1269,649728,-23,15,7147008,1901088,5.851950354609929,2.9259751773049647,3.759430389334949,73.40022566086395,18.45521528963768,11.946460061052019,0.0142717907990312,514.0894925999978,-3087.0,1117.0,4204.0,284.0,-360.07939322301024,231.45441128180434,-337.0,176.9799623563566,-0.6132378559505864,5.040081559843757,76697.35079236048,0.0,0.07147423239615983
5,105,256,512,4,4,32,1269,649728,-23,22,7147008,2036096,6.267533490937747,3.1337667454688733,3.510152762934557,71.51121140482843,13.75633797628762,20.520271435556324,0.04210815397889138,527.1942141000027,-7396.0,6308.0,13704.0,326.0,-360.23066883372735,346.73864825146086,-348.0,228.23985286982955,-0.37532666780965557,22.51542524492931,5162837.540334604,0.0,0.23655660198660766
6,106,256,512,4,4,32,1269,649728,-18,17,7147008,1973920,6.0761426319936955,3.0380713159968478,3.6207181648699036,72.38116985457411,21.205593104304228,8.704029309647336,0.007576012622319757,548.4479901000018,-2577.0,1558.0,4135.0,314.0,-284.7167306934594,270.5854576201472,-276.0,204.3326189622628,-0.09293995842178752,4.434182262572845,28309.597911626104,0.0,0.04620885983685716
7,107,256,512,4,4,32,1269,649728,-24,40,7147008,2363104,7.27413317572892,3.63706658786446,3.0244153452408358,66.93575829214127,22.06135843165314,7.887367533110222,0.0062210566602360065,556.0896070999906,-5651.0,3988.0,9639.0,747.0,-372.20626477541373,624.6103829243201,-331.0,475.02317597581595,-0.45816551528983446,4.649941758871025,48214.830864289426,0.0,0.06169564628557322
8,108,256,512,4,4,32,1269,649728,-23,27,7147008,2116448,6.514873916469661,3.2574369582348304,3.3768880690666627,70.38693674331972,11.575418024016132,26.377224688661727,0.06957579822761462,565.6024900999937,-6376.0,6610.0,12986.0,336.0,-365.8647434003152,422.3319544009625,-337.0,259.4593367931078,-0.1613839454322228,22.129512677414777,4954750.39185899,0.0,0.3598946137031391
9,109,256,512,4,4,32,1269,649728,-23,21,7147008,2062528,6.348896769109535,3.1744483845547675,3.465168957706271,71.14137832222939,19.61435118245092,10.453998678868302,0.010928608837778115,484.8609891000051,-3495.0,3992.0,7487.0,389.0,-368.4690947596533,335.49241153579936,-364.0,249.78993412093766,0.18917978437825467,7.327165673731856,255390.73354542677,0.0,0.06416087249750418
10,111,256,512,4,4,32,1269,649728,-17,20,7147008,1999136,6.15376280535855,3.076881402679275,3.5750484209178364,72.02835088473387,13.575737146185983,20.951404548892242,0.04389613525713481,449.6364921999839,-7533.0,4465.0,11998.0,306.0,-262.1284229708432,307.71722395289055,-240.0,210.21421500733976,-0.9112449823097388,23.07262741630869,5498754.2006570045,0.0,0.1970432255933671
11,112,256,512,4,4,32,1269,649728,-83,34,7147008,2298240,7.074468085106383,3.5372340425531914,3.1097744360902255,67.84332688588007,25.40832019667478,5.365176209672972,0.002878511576084158,454.0924092000205,-7656.0,183.0,7839.0,724.0,-1315.8137559101656,538.9277376908087,-1258.0,425.63123427743653,-0.6381538804066031,4.141490498108074,39687.03841144402,0.0,0.08761060673029304
12,113,256,512,4,4,32,1269,649728,-16,22,7147008,2074208,6.384850275807723,3.1924251379038613,3.445656366188926,70.97795329178308,20.892012122907463,9.024006383485172,0.00814326912091845,453.69141920000766,-3471.0,2650.0,6121.0,379.0,-248.30807968873128,336.7051496221329,-245.0,249.67795060152372,-0.05173825652655361,5.1921635097763,65193.27764842763,0.0,0.06432720439069642
13,114,256,512,4,4,32,1269,649728,-16,14,7147008,1841024,5.667060677698975,2.8335303388494877,3.8820830146700964,74.24063328318647,13.868739044940373,20.256436538744087,0.04103232212481681,437.2523865999983,-3076.0,5680.0,8756.0,235.0,-248.74046985815602,219.41975644544718,-227.0,153.34108186629317,1.1519092043194696,30.410770723717285,10242121.753043847,0.0,0.13724604302457694
14,115,256,512,4,4,32,1269,649728,-49,29,7147008,2213664,6.8141252955082745,3.4070626477541373,3.2285875363198753,69.02670320223511,20.886197397772758,9.030049481709792,0.008154179364212744,453.09239450000405,-7954.0,1761.0,9715.0,559.0,-780.7943878053585,461.144499449569,-737.0,349.43247585136663,-0.8161549189442493,6.744015417517266,225808.72764863173,0.0,0.0943231432109291
15,116,256,512,4,4,32,1269,649728,-94,55,7147008,2470688,7.605299448384555,3.8026497241922774,2.892719760649665,65.43045705279748,15.552223811403609,16.687405119740024,0.027846948963032577,429.58206259999315,-18332.0,16751.0,35083.0,930.0,-1498.0884308510638,874.8566894731678,-1439.0,603.4236147296892,-0.2862613095828877,22.704953212487347,5260265.070630128,0.0,0.21840231237003227
16,117,256,512,4,4,32,1269,649728,-86,36,7147008,2317376,7.1333727344365645,3.5666863672182822,3.084095114474302,67.5755784798338,25.408404676118135,5.3651240279259715,0.0028784555835028743,437.9860062000125,-8762.0,417.0,9179.0,748.0,-1363.02152285264,560.0548319950996,-1302.0,441.87730387902434,-0.6977582772753038,4.384825638515303,52319.46229815267,0.0,0.09794798790079576
17,118,256,512,4,4,32,1269,649728,-86,39,7147008,2356768,7.25462962962963,3.627314814814815,3.032546266751755,67.02441077441077,23.518240372199962,6.669418677049423,0.004448114548977471,425.3592140999717,-7221.0,3714.0,10935.0,809.0,-1373.0560234436564,613.8832816549324,-1305.0,482.1013768142142,-0.5467136781762835,4.372342207165487,41676.07861665683,0.0,0.09959447705842625
18,119,256,512,4,4,32,1269,649728,-87,40,7147008,2372736,7.303782505910165,3.6518912529550827,3.0121378863893833,66.80098860949924,25.98137245562678,5.022632207443122,0.0025226834291245085,425.241040999952,-6982.0,1381.0,8363.0,825.0,-1378.0560726950355,628.9658172991057,-1317.0,494.72616912741324,-0.5738786261002784,3.804618555932709,26594.960640456924,0.0,0.07446078927076907
19,121,256,512,4,4,32,1269,649728,-81,40,7147008,2351328,7.237884160756501,3.6189420803782504,3.0395623239292857,67.1005265420159,19.84140021688336,10.184271983205926,0.010371939582791373,422.5808665000004,-15476.0,1536.0,17012.0,763.0,-1295.5078555949567,635.2348684705878,-1227.0,472.7403312793014,-1.3687468731612604,13.123607838733907,1488706.9808056091,0.0,0.15538840020286163
20,122,256,512,4,4,32,1269,649728,-85,35,7147008,2315328,7.127068557919622,3.563534278959811,3.0868231196616636,67.60423382763808,25.834375385764687,5.108356884491172,0.002609531005932837,435.8475714999731,-7464.0,406.0,7870.0,747.0,-1349.728797281324,555.1978681906975,-1299.0,440.2174618716297,-0.5540077048477725,3.7330154044933956,23891.171723518444,0.0,0.07949176778670522
