,record,m,n,d,f,w,s,u_bits,c_bits,overhead_bits,bpm,bps,overhead,cr,pss,snr,prd,nmse,rtime,qc_snr,qc_prd,qc_nmse,min_qc_snr,max_qc_snr,min_q,max_q,min_rng,max_rng
31,102,39,256,4,159,2539,649984,7149824,676376,10296,6.830631886165561,1.0406040764080347,0.015222302388020864,10.570783114717258,90.53996294174515,12.10403823852539,24.819786071777344,0.061602186411619186,1.5644722578581423,40.76879,0.9152935,8.377621e-05,33.870792388916016,45.513671875,4,4,3,4
32,102,52,256,4,159,2539,649984,7149824,872760,10296,6.6104159723694975,1.342740744387554,0.011797057610339612,8.192199459186947,87.79326596011315,15.574162483215332,16.645307540893555,0.027706626802682877,1.6765383461024612,40.021915,0.9974796,9.949656e-05,33.44614028930664,46.426143646240234,3,4,2,3
33,102,64,256,4,159,2539,649984,7149824,1124376,10296,6.9194072469476176,1.7298518117369044,0.00915707912655553,6.358926195507553,84.27407443875542,17.32262420654297,13.610333442687988,0.018524115905165672,1.5801506929565217,41.0332,0.8878506,7.882786e-05,33.90767288208008,46.58952331542969,3,4,3,3
34,102,77,256,4,159,2539,649984,7149824,1404696,10296,7.185035523751553,2.161123966128397,0.007329699806933315,5.089944016356564,80.35341848974184,16.484060287475586,14.989837646484375,0.022469524294137955,1.5781666249968116,37.39656,1.3494966,0.00018211412,33.61693572998047,44.814170837402344,3,4,3,4
35,102,90,256,4,159,2539,649984,7149824,1604024,10296,7.019491488337491,2.4677899763686493,0.0064188565757120845,4.457429564644918,77.56554566937592,19.396625518798828,10.719354629516602,0.011490456759929657,1.5828221160918476,38.67612,1.1646457,0.00013563996,33.48951721191406,43.47320556640625,2,3,3,4
36,102,103,256,4,159,2539,649984,7149824,1789240,10296,6.8417731925649194,2.752744682946042,0.005754398515570857,3.9960117144709484,74.97504833685417,20.70818519592285,9.217022895812988,0.008495351299643517,1.5569037490058695,38.281178,1.2188238,0.00014855315,33.828548431396484,43.31871795654297,2,3,3,4
37,102,116,256,4,159,2539,649984,7149824,1993688,10296,6.769186891390855,3.067287810161481,0.005164298526148524,3.586230142329191,72.11556536216835,22.33954429626465,7.638758659362793,0.005835062824189663,1.5617160380352288,36.190994,1.5504236,0.00024038136,33.120750427246094,46.017578125,2,3,3,4
38,102,128,256,4,159,2539,649984,7149824,2284344,10296,7.028923788893265,3.5144618944466326,0.00450720206763955,3.1299243896716082,68.05034641412152,22.153291702270508,7.804325103759766,0.006090749520808458,1.5605755262076855,36.851967,1.4368173,0.00020644438,33.464778900146484,46.26934051513672,2,3,3,4
39,102,141,256,4,159,2539,649984,7149824,2584984,10296,7.220645867725888,3.976996356833399,0.00398300337642322,2.765906481432767,63.84548766515092,23.99820899963379,6.310873508453369,0.003982712514698505,1.5501726709771897,37.367756,1.3539797,0.00018332612,33.17920684814453,46.09062957763672,2,3,3,4
40,102,154,256,4,159,2539,649984,7149824,2884248,10296,7.376480156314737,4.437413844033084,0.0035697346414039293,2.4789213687588583,59.659874145153786,24.86394500732422,5.7121901512146,0.003262911457568407,1.699697420932353,36.813118,1.4432582,0.0002082994,33.901371002197266,46.07914352416992,2,3,3,4
41,102,167,256,4,159,2539,649984,7149824,3119320,10296,7.356661234443283,4.799071977156361,0.0033007193875588267,2.292109818806663,56.372072934942175,25.850568771362305,5.098840236663818,0.002599817467853427,1.591239530825987,39.01263,1.1203879,0.0001255269,33.244380950927734,46.484920501708984,2,3,3,5
42,102,180,256,4,159,2539,649984,7149824,3349080,10296,7.328081922016542,5.152557601417881,0.0030742771149091692,2.1348621113858135,53.15856725983745,26.315889358520508,4.832873344421387,0.0023356666788458824,1.5574542540125544,36.933067,1.4234641,0.000202625,33.4183349609375,45.03520965576172,2,2,3,4
43,102,192,256,4,159,2539,649984,7149824,3532696,10296,7.24673427858737,5.435050708940528,0.002914487971792648,2.023900160104351,50.590448100540655,26.518823623657227,4.721269130706787,0.0022290381602942944,1.548978258157149,39.347534,1.078011,0.000116210766,34.02136993408203,45.43896484375,2,2,3,5
44,102,205,256,4,159,2539,649984,7149824,3759768,10296,7.223446911113459,5.784400846790075,0.0027384668415710756,1.9016662730253568,47.41453775645387,27.29014778137207,4.320087432861328,0.0018663156079128385,1.5713127679191525,36.855377,1.4362533,0.00020628238,33.41545867919922,44.9724235534668,2,2,3,4
45,103,26,256,4,159,2539,649984,7149824,457528,10296,6.930772260429606,0.7039065576998819,0.022503540766903883,15.627074189994929,93.60084947545562,19.51320457458496,10.576444625854492,0.011186118237674236,1.5521818851120772,39.928974,1.0082105,0.00010164884,33.999595642089844,46.21260452270508,4,6,2,4
46,103,39,256,4,159,2539,649984,7149824,707096,10296,7.140869108572929,1.0878667782591571,0.01456096484777173,10.11153223890391,90.11030201582584,15.770319938659668,16.273611068725586,0.026483045890927315,1.5498382421210413,40.007233,0.9991671,9.983349e-05,33.17657470703125,46.095191955566406,3,6,2,5
47,103,52,256,4,159,2539,649984,7149824,928472,10296,7.032387069409519,1.4284536234738086,0.011089187396065793,7.700635021842339,87.01405796841992,22.842126846313477,7.209307670593262,0.005197412334382534,1.6730697969906034,38.47798,1.1915185,0.00014197164,32.902347564697266,45.619239807128906,3,5,3,5
48,103,64,256,4,159,2539,649984,7149824,1179896,10296,7.261077195746357,1.8152692989365893,0.00872619281699404,6.059706957223349,83.4975518278492,24.59946060180664,5.888800144195557,0.0034677968360483646,1.5728017690125855,38.279446,1.2190671,0.00014861247,33.93590545654297,46.114017486572266,3,5,3,5
49,103,77,256,4,159,2539,649984,7149824,1456536,10296,7.450197695176033,2.240879775502166,0.007068826311193132,4.908786325912988,79.62836567725303,22.814931869506836,7.2319159507751465,0.005230060778558254,1.5894134370610122,37.354355,1.3560706,0.00018389276,33.47954177856445,45.897762298583984,3,5,3,6
50,103,90,256,4,159,2539,649984,7149824,1676280,10296,7.33569646842589,2.5789557896809767,0.006142171952179826,4.2652921946214235,76.55494736653658,25.902624130249023,5.068375587463379,0.0025688433088362217,1.5677956989966333,37.49373,1.3344846,0.00017808491,33.4764518737793,44.49860763549805,2,5,3,6
51,103,103,256,4,159,2539,649984,7149824,1885080,10296,7.20825032407071,2.900194466325325,0.0054618371634095105,3.7928491098521016,73.63459576067886,27.066232681274414,4.43290376663208,0.001965063624083996,1.5710564441978931,37.247337,1.3728815,0.00018848036,33.20468521118164,46.65748596191406,2,4,3,6
52,103,116,256,4,159,2539,649984,7149824,2126744,10296,7.220953131153998,3.2719943875541553,0.004841203266589679,3.3618639572981044,70.2545964767804,28.17938232421875,3.899695634841919,0.0015207628021016717,1.6112041438464075,37.32815,1.3601671,0.00018500547,32.97399139404297,46.85717010498047,2,4,3,6
53,103,128,256,4,159,2539,649984,7149824,2384248,10296,7.336328278849941,3.6681641394249707,0.0043183427227368966,2.9987752951874134,66.65305327795481,27.8702449798584,4.040989398956299,0.001632959465496242,1.5520776680205013,37.047535,1.4048276,0.00019735405,33.173824310302734,46.804508209228516,2,4,3,6
54,103,141,256,4,159,2539,649984,7149824,2675032,10296,7.472177296584627,4.115535151634502,0.0038489259193908707,2.6727994281937564,62.58604407604999,29.584136962890625,3.3173632621765137,0.001100489986129105,1.6511901940684766,37.227238,1.3760619,0.00018935464,33.048465728759766,46.492591857910156,2,4,3,6
55,103,154,256,4,159,2539,649984,7149824,2988600,10296,7.643360971442894,4.597959334383615,0.003445091347119052,2.392365656160075,58.20036968742168,29.88855743408203,3.203111410140991,0.0010259924456477165,1.5863568701315676,37.92116,1.2704039,0.00016139259,33.14844512939453,46.814796447753906,2,4,3,6
56,103,167,256,4,159,2539,649984,7149824,3257464,10296,7.682462566006231,5.011606439543127,0.003160740993607297,2.194904993577826,54.43994145869885,30.777667999267578,2.89145565032959,0.0008360515930689871,1.5922720690723504,38.53111,1.184253,0.0001402455,33.463401794433594,46.57282257080078,2,4,3,6
57,103,180,256,4,159,2539,649984,7149824,3499736,10296,7.657730515075927,5.384341768412761,0.002941936191758464,2.0429609547691596,51.0514384689749,31.29540252685547,2.724142074584961,0.0007420951151289046,1.571023765951395,38.295403,1.2168299,0.0001480675,33.59363555908203,46.378623962402344,2,4,3,6
58,103,192,256,4,159,2539,649984,7149824,3698456,10296,7.586763161349613,5.690072371012209,0.002783864401793613,1.9331915804865598,48.27206935443446,31.689159393310547,2.6034059524536133,0.0006777722155675292,1.5792544761206955,37.564213,1.3236995,0.00017521804,33.387229919433594,45.08745193481445,2,4,4,7
59,103,205,256,4,159,2539,649984,7149824,3929816,10296,7.550151298283365,6.046019594328476,0.002619969993506057,1.8193788207895738,45.036185506104765,32.25559616088867,2.439046859741211,0.000594894983805716,1.545893999980763,38.182674,1.2327251,0.00015196111,33.5164794921875,45.06294631958008,2,4,3,6
60,104,26,256,4,159,2539,649984,7149824,458520,10296,6.945799375889963,0.7054327491138244,0.022454854750065426,15.593265288318939,93.58697500805614,11.940435409545898,25.291711807250977,0.06396706402301788,1.5550512571353465,38.968765,1.1260605,0.00012680123,33.39638137817383,46.71104049682617,4,5,2,4
61,104,39,256,4,159,2539,649984,7149824,702872,10296,7.098211490491916,1.0813681567546278,0.014648470845331725,10.172298796936,90.16938039313975,11.17859172821045,27.61025047302246,0.07623260468244553,1.5556161010172218,39.08134,1.11156,0.00012355657,33.756168365478516,45.44023895263672,3,5,2,5
62,104,52,256,4,159,2539,649984,7149824,928952,10296,7.036022661859605,1.4291921031902324,0.011083457487577398,7.696656016672551,87.00734451645243,13.941030502319336,20.088544845581055,0.04035496339201927,1.6722575819585472,39.042755,1.1165087,0.00012465917,33.971534729003906,46.34815216064453,3,4,2,5
63,104,64,256,4,159,2539,649984,7149824,1172248,10296,7.214011421819614,1.8035028554549035,0.008783124390060806,6.099241798663764,83.60451949586451,15.311606407165527,17.15614128112793,0.029433321207761765,1.5970387319102888,38.371933,1.2061553,0.00014548107,33.006500244140625,46.19023132324219,3,4,3,5
64,104,77,256,4,159,2539,649984,7149824,1439192,10296,7.361482943995744,2.21419604174872,0.0071540141968549015,4.967943123641599,79.87094507501163,14.53966236114502,18.750673294067383,0.035158779472112656,1.5627918019890785,37.482937,1.336143,0.00017852781,33.429325103759766,46.900428771972656,2,4,3,6
65,104,90,256,4,159,2539,649984,7149824,1650136,10296,7.221285720537394,2.5387332611264277,0.006239485715116814,4.332869533177871,76.92060671703247,17.20561408996582,13.794922828674316,0.019029991701245308,1.5568059929646552,37.668648,1.3078793,0.00017105482,33.45600509643555,45.1462516784668,2,4,3,6
66,104,103,256,4,159,2539,649984,7149824,1868568,10296,7.145111025287075,2.8747907640803465,0.0055101018533978965,3.826365430639934,73.86553850836049,18.33611297607422,12.11139965057373,0.014668598771095276,1.5521349022164936,37.23896,1.3742062,0.00018884426,33.22579574584961,46.48503875732422,2,4,3,5
67,104,116,256,4,159,2539,649984,7149824,2113112,10296,7.174668278306691,3.2510215636077198,0.004872434589363934,3.3835518420225714,70.44525851265709,19.89803123474121,10.118087768554688,0.01023756992071867,1.5638704700395463,37.37095,1.3534818,0.0001831913,33.46042251586914,46.358360290527344,2,3,3,6
68,104,128,256,4,159,2539,649984,7149824,2370840,10296,7.295071878692399,3.6475359393461995,0.004342764589765653,3.0157345076006816,66.84058236958,19.591779708862305,10.481199264526367,0.01098555326461792,1.5714243110269304,37.01583,1.4099652,0.00019880017,33.3593864440918,47.05955505371094,2,3,3,6
69,104,141,256,4,159,2539,649984,7149824,2660696,10296,7.432132491990201,4.093479224103978,0.0038696641780947543,2.6872006422379706,62.786552508145654,21.21078872680664,8.698822975158691,0.007566950749605894,1.6730849191080783,37.37274,1.3532023,0.00018311568,33.09532928466797,46.8286018371582,2,3,3,7
70,104,154,256,4,159,2539,649984,7149824,2944792,10296,7.5313217699984145,4.530560752264671,0.0034963420166857287,2.4279555228348895,58.813084070321175,21.97911834716797,7.962401866912842,0.006339984014630318,1.5692234709858892,37.702732,1.3027563,0.00016971742,33.46672821044922,46.18544387817383,2,3,3,7
71,104,167,256,4,159,2539,649984,7149824,3180504,10296,7.5009586970210815,4.893203525009846,0.0032372227797858454,2.2480160377097467,55.516331590819576,22.960111618041992,7.112042427062988,0.005058114882558584,1.5658065250609075,37.943954,1.2670747,0.00016054783,33.51648712158203,46.28495788574219,2,3,3,6
72,104,180,256,4,159,2539,649984,7149824,3420344,10296,7.484013828716468,5.262197223316266,0.0030102235330715273,2.0903815522649185,52.16184342439758,23.275047302246094,6.858792304992676,0.004704303108155727,1.56773391016759,37.901573,1.2732719,0.00016212215,33.76457977294922,46.07719421386719,1,3,3,6
73,104,192,256,4,159,2539,649984,7149824,3623800,10296,7.433618878823684,5.575214159117763,0.002841216402671229,1.9730183784977096,49.316234917111245,23.4288387298584,6.738419055938721,0.004540629219263792,1.5573240958619863,38.199677,1.2303141,0.0001513673,33.73759460449219,46.26184844970703,1,3,3,7
74,104,205,256,4,159,2539,649984,7149824,3854968,10296,7.406349724781218,5.93086599054746,0.00267083929101357,1.8547038522758166,46.083036449568546,24.310056686401367,6.088315486907959,0.003706759074702859,1.5569970421493058,38.537052,1.1834426,0.00014005364,33.36338806152344,47.93193817138672,1,3,3,6
75,105,26,256,4,159,2539,649984,7149824,468216,10296,7.092677310873451,0.7203500393855848,0.021989850838074736,15.27035385377689,93.45136327831287,16.086883544921875,15.691184997558594,0.024621330201625824,1.5786290559917688,39.08624,1.1109328,0.0001234172,33.240821838378906,46.251522064208984,4,6,2,6
76,105,39,256,4,159,2539,649984,7149824,721816,10296,7.289524444309793,1.11051348956282,0.014264022964301152,9.90532767353453,89.90442282215618,16.0314998626709,15.791557312011719,0.024937331676483154,1.5561516562011097,39.549423,1.0532435,0.00011093219,33.270450592041016,45.94764709472656,3,6,3,6
77,105,52,256,4,159,2539,649984,7149824,948504,10296,7.184112460993123,1.459272843639228,0.010854988487133423,7.538000894039456,86.73388323964338,21.21044158935547,8.69917106628418,0.007567557971924543,1.6983601679094136,38.981483,1.1244127,0.00012643039,33.20293045043945,46.325531005859375,3,6,2,7
78,105,64,256,4,159,2539,649984,7149824,1210936,10296,7.452097282394644,1.863024320598661,0.008502513757952525,5.904378100907067,83.0634152672849,22.8065185546875,7.238925457000732,0.005240203347057104,1.5805052178911865,38.641605,1.1692828,0.00013672223,33.15840530395508,46.2042121887207,2,5,3,6
79,105,77,256,4,159,2539,649984,7149824,1481816,10296,7.57950517383365,2.2797730405671524,0.006948231089420009,4.82504170558288,79.27479054029861,22.287277221679688,7.6848626136779785,0.005905711557716131,1.5801676400005817,38.10285,1.2441062,0.00015478002,33.59602355957031,46.32119369506836,2,5,3,8
80,105,90,256,4,159,2539,649984,7149824,1703000,10296,7.4526278937464445,2.620064493895234,0.0060458015267175575,4.198369935408103,76.18123187367969,25.571475982666016,5.265336990356445,0.0027723778039216995,1.565693147014827,38.63959,1.1695542,0.0001367857,33.413551330566406,46.681087493896484,2,5,3,7
81,105,103,256,4,159,2539,649984,7149824,1925688,10296,7.363528948404884,2.9626698503347773,0.005346660518214788,3.7128672972984202,73.0666377242293,26.7985897064209,4.5716233253479,0.0020899740047752857,1.5847964901477098,38.24805,1.2234818,0.00014969075,33.372276306152344,46.69338607788086,2,5,3,7
82,105,116,256,4,159,2539,649984,7149824,2161016,10296,7.337317162608141,3.3247218393068136,0.004764425622022234,3.308547461009081,69.77525600630169,27.69219207763672,4.124680519104004,0.001701299101114273,1.549138352973387,37.78802,1.2900275,0.0001664171,33.4215087890625,46.89514923095703,2,4,3,7
83,105,128,256,4,159,2539,649984,7149824,2418520,10296,7.441783182355258,3.720891591177629,0.004257149000215008,2.9562807005937515,66.1737128074761,27.297101974487305,4.316629886627197,0.001863329322077334,1.5573034901171918,37.266907,1.3697913,0.00018763283,27.40043830871582,46.80617141723633,2,4,3,8
84,105,141,256,4,159,2539,649984,7149824,2724472,10296,7.610278241000673,4.191598562426152,0.0037790808641087153,2.6242971115137173,61.894558523398615,28.554597854614258,3.7348241806030273,0.001394891063682735,1.6795004028826954,37.052242,1.4040674,0.00019714053,33.04268264770508,46.70417404174805,2,4,3,7
85,105,154,256,4,159,2539,649984,7149824,3031352,10296,7.752699447067308,4.663733261126428,0.0033965042660832525,2.3586254582113857,57.60242489885066,29.76992416381836,3.2471601963043213,0.00105440488550812,1.5647988871205598,37.649536,1.3107598,0.00017180914,33.18853759765625,46.7250862121582,2,4,3,8
86,105,167,256,4,159,2539,649984,7149824,3289016,10296,7.756875378820933,5.060149172902718,0.003130419554055073,2.173848956648432,53.99864388270257,30.231000900268555,3.079285144805908,0.0009481997112743556,1.5869248970411718,38.21962,1.227493,0.0001506739,30.38304901123047,45.843910217285156,2,4,3,8
87,105,180,256,4,159,2539,649984,7149824,3532376,10296,7.7291497089842895,5.434558389129578,0.0029147519969561562,2.024083506399092,50.59492373518565,29.859874725341797,3.2137062549591064,0.001032790751196444,1.5666291099041705,37.709103,1.3018016,0.00016946874,33.39606475830078,45.11362838745117,1,4,3,7
88,105,192,256,4,159,2539,649984,7149824,3742104,10296,7.676299724300906,5.75722479322568,0.002751393333803657,1.910642782776748,47.66159278885746,30.499820709228516,2.9854443073272705,0.000891287752892822,1.5655451479833573,38.791904,1.149224,0.00013207158,33.178707122802734,46.38571548461914,1,4,3,8
89,105,205,256,4,159,2539,649984,7149824,3975448,10296,7.637821688969154,6.11622439936983,0.002589896786475386,1.7984951633124115,44.39796000572881,30.610525131225586,2.947634696960449,0.0008688550442457199,1.5713548429775988,37.88975,1.2750065,0.00016256417,33.16836929321289,45.43745422363281,1,4,3,7
90,106,26,256,4,159,2539,649984,7149824,506360,10296,7.670494137607174,0.7790345608507286,0.020333359665060433,14.120041077494273,92.91786762862974,16.298921585083008,15.312772750854492,0.023448104038834572,1.5667444919236002,39.429596,1.0678744,0.000114035574,33.38737869262695,46.26795196533203,3,5,2,4
91,106,39,256,4,159,2539,649984,7149824,759256,10296,7.667626059118772,1.1681149074438755,0.01356064357739682,9.41688178954134,89.38077356869204,15.381558418273926,17.018529891967773,0.028963034972548485,1.6629250249825416,39.44769,1.0656523,0.00011356147,33.26877212524414,46.14209747314453,3,4,3,5
