,record,m,n,d,f,w,s,u_bits,c_bits,overhead_bits,bpm,bps,overhead,cr,pms,pss,snr,prd,nmse,rtime,qc_snr,qc_prd,qc_nmse,min_qc_snr,max_qc_snr,min_q,max_q,min_rng,max_rng
16,100,39,256,4,40,2539,649984,7149824,673336,2680,6.799931327698165,1.0359270382040173,0.003980182256703934,10.618508441550727,85,90.58248147087257,18.9674844813308,11.262265879140198,0.012683863273244556,2.8711967021226883,39.86556707732827,1.0155975537670276,0.00010314383912175709,35.25322980143298,44.37624362526542,4,5,3,4
17,100,26,256,4,40,2539,649984,7149824,411544,2680,6.234192746993062,0.6331602008664828,0.0065120618937464765,17.373170304997764,90,94.24399817394107,15.053328592731411,17.673947897373278,0.031236843427906537,2.7624402488581845,39.06542367905793,1.113598958389496,0.00012401026401261705,33.86496929892118,42.697050215243095,5,5,2,4
18,101,244,256,4,40,2539,649984,7149824,4611128,2680,7.443113656467307,7.0942177038204015,0.0005812026905347239,1.550558561809605,5,35.507111783450895,32.18051090022053,2.460222890659833,0.0006052696671726624,1.588820799253881,37.681416190086665,1.305957940978537,0.00017055261436048997,32.23135232434566,42.994021724715275,2,3,4,8
19,101,231,256,4,40,2539,649984,7149824,4382328,2680,7.471885341912912,6.742209038991729,0.0006115471046439244,1.6315127484752396,10,38.707190554620645,32.047481037313176,2.4981927757458764,0.0006240967144788887,1.5969703490845861,35.376326055207116,1.7028786371799862,0.0002899795652963967,25.681363676843173,42.77196047255812,2,3,4,8
20,101,218,256,4,40,2539,649984,7149824,4200472,2680,7.5889012144490895,6.462423690429303,0.0006380235364025757,1.7021477586328393,15,41.25069372336998,31.790458562952967,2.5732209101869956,0.000662146585262359,1.587122946977615,36.913628152335264,1.4266537831656663,0.00020353410170209082,30.97726775166128,44.26151680081025,2,3,3,8
21,101,205,256,4,40,2539,649984,7149824,3944760,2680,7.578862429033901,6.069010929499803,0.0006793822691367789,1.8124864377047019,20,44.82717336818361,31.47462683117294,2.668508917463478,0.0007120939842582103,1.5737531320191922,37.087418145046,1.3983925215837139,0.00019555016444212572,28.56330416842014,44.32944060285692,2,3,3,8
22,101,192,256,4,40,2539,649984,7149824,3696504,2680,7.582758960220559,5.687069220165419,0.0007250093601954712,1.9342124342351583,25,48.29937072576892,31.534241743641367,2.6502565273831347,0.0007023859660936911,1.5762062929570675,37.87572226803968,1.2770675996553873,0.00016309016540895724,33.227053147925915,42.421893860130176,2,3,4,8
23,101,180,256,4,40,2539,649984,7149824,3493880,2680,7.644917071462956,5.375332315872391,0.0007670555371106048,2.04638510767399,30,51.133342582978266,30.40992359248774,3.0165034084415057,0.000909929281313922,1.576081939041614,37.51808408603469,1.330747918984531,0.000177089002388166,33.880290110283084,45.15775644367704,2,3,3,8
24,101,167,256,4,40,2539,649984,7149824,3156312,2680,7.443903842570864,4.855984147302087,0.0008490922316931913,2.265246274766246,35,55.854689569981026,30.874368024435757,2.8594440206339256,0.0008176420107139111,1.6028276239521797,37.29052975682344,1.3660717557389128,0.00018661520418275962,31.529988588154804,44.9573594497395,2,3,3,8
25,101,154,256,4,40,2539,649984,7149824,2781016,2680,7.112463747359375,4.2785914730208745,0.0009636765843849873,2.5709395415200778,40,61.103713881628416,29.07331922174991,3.5183094832059476,0.0012378501619616901,1.5746733169071376,36.463330362279564,1.5025657386764912,0.00022577037990444298,33.25150222268892,44.195365444380485,2,3,3,8
26,101,141,256,4,40,2539,649984,7149824,2497176,2680,6.975371439585027,3.8419038007089403,0.0010732123006147744,2.8631638298622124,45,65.0736018117369,28.379726066174616,3.8107784155992017,0.0014522032132796763,1.585654521826655,34.874661273814226,1.8041262947622185,0.00032548716874524505,27.5942859145861,43.27390181948846,2,3,3,8
27,101,128,256,4,40,2539,649984,7149824,2306936,2680,7.098439346199291,3.5492196730996457,0.001161714065756484,3.099272801672868,50,67.73436660818504,27.492472849507486,4.2206210199531276,0.0017813641794070178,1.5774102141149342,36.20112617731159,1.5486158186331862,0.00023982109537209337,33.377898800593236,44.60395525389927,3,3,3,8
28,101,116,256,4,40,2539,649984,7149824,2079544,2680,7.060694544417433,3.1993772154391493,0.001288744070815525,3.438169137080052,55,70.91475258691682,27.420013861941158,4.255977339154131,0.0018113343111393477,1.6539695430546995,36.91140985559632,1.4270181840185545,0.00020363808975196128,30.893662911967795,41.85584808527557,3,4,3,8
29,101,103,256,4,40,2539,649984,7149824,1882904,2680,7.19992964128527,2.8968466916108704,0.0014233333191708128,3.797232360226544,60,73.66503007626481,25.90737393755254,5.065604781533483,0.0025660351802694885,1.7803351618349554,36.385122366681784,1.5161559746393214,0.00022987289394345105,33.69598500809918,40.45473160083727,3,4,3,8
